"MouseID","behavior_key","start","duration","NetworkFilename"
"007658","Tail_jerk",6796,5,"007658_B6J_F_60mg-kg PTZ.avi"
"007658","Tail_jerk",7037,6,"007658_B6J_F_60mg-kg PTZ.avi"
"007658","Tail_jerk",7235,10,"007658_B6J_F_60mg-kg PTZ.avi"
"007658","Tail_jerk",7325,9,"007658_B6J_F_60mg-kg PTZ.avi"
"007658","Tail_jerk",7656,10,"007658_B6J_F_60mg-kg PTZ.avi"
"007658","Tail_jerk",7854,6,"007658_B6J_F_60mg-kg PTZ.avi"
"007659","Tail_jerk",2741,11,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",2863,10,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",2984,9,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3136,20,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3304,11,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3533,12,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3657,10,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3693,5,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3756,13,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3940,5,"007659_B6J_F_80mg-kg_.avi"
"007659","Tail_jerk",3958,6,"007659_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",1947,16,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",2300,6,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",2374,16,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",2413,8,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",2714,7,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",2950,6,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",2961,8,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3183,46,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3243,13,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3344,9,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3360,15,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3383,10,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3398,19,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3439,6,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3452,5,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3525,18,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3552,15,"007660_B6J_F_80mg-kg_.avi"
"007660","Tail_jerk",3578,9,"007660_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",1841,5,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",1949,11,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",2821,7,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",3323,7,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",3422,7,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",3674,8,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",3784,7,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",3984,6,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",4005,7,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",4066,13,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",4151,12,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",4471,12,"007661_B6J_F_80mg-kg_.avi"
"007661","Tail_jerk",4655,12,"007661_B6J_F_80mg-kg_.avi"
"007662","Tail_jerk",3140,11,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",3415,6,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",3428,6,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",3713,9,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",3739,10,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",3907,5,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4134,12,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4169,17,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4203,5,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4225,11,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4266,26,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4297,51,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4363,6,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4377,5,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4438,33,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4480,45,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4535,16,"007662_B6J_F_80mg-kg_called_7762.avi"
"007662","Tail_jerk",4641,14,"007662_B6J_F_80mg-kg_called_7762.avi"
"007663","Tail_jerk",1681,13,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",1699,11,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2513,6,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2580,11,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2625,6,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2673,10,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2770,8,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2868,6,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2881,9,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",2993,10,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3196,9,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3417,16,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3438,10,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3462,5,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3475,5,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3599,6,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3747,11,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3765,46,"007663_B6J_F_80mg-kg_called_7763.avi"
"007663","Tail_jerk",3822,5,"007663_B6J_F_80mg-kg_called_7763.avi"
"007664","Tail_jerk",2060,20,"007664_B6J_F_80mg-kg_called_7764.avi"
"007675","Tail_jerk",7499,5,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007675","Tail_jerk",10141,8,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007675","Tail_jerk",10280,5,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007675","Tail_jerk",11053,5,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007675","Tail_jerk",11097,8,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007675","Tail_jerk",11542,5,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007675","Tail_jerk",11943,6,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007675","Tail_jerk",12239,8,"007675 B6J M 40mg-kg NV5_2022-03-22_11-01-39.avi"
"007677","Tail_jerk",4949,30,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",5601,10,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",5840,21,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",5970,12,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",6250,29,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",6300,7,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",6667,10,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",6870,26,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",6911,38,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",6962,7,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",7137,39,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",7188,53,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",7249,17,"007677_B6J_M_60mg-kg_.avi"
"007677","Tail_jerk",7271,24,"007677_B6J_M_60mg-kg_.avi"
"007679","Tail_jerk",4196,5,"007679_B6J_M_60mg-kg_.avi"
"007679","Tail_jerk",4868,6,"007679_B6J_M_60mg-kg_.avi"
"007679","Tail_jerk",5992,17,"007679_B6J_M_60mg-kg_.avi"
"007679","Tail_jerk",6139,13,"007679_B6J_M_60mg-kg_.avi"
"007679","Tail_jerk",6165,16,"007679_B6J_M_60mg-kg_.avi"
"007679","Tail_jerk",6187,5,"007679_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",8131,12,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",8594,10,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",8785,9,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",8801,17,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",9505,9,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",9716,9,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",9902,11,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",10187,12,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",10375,10,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",10555,8,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",10664,14,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",10891,11,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11021,8,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11179,13,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11299,10,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11420,12,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11543,12,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11697,12,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11814,10,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",11951,13,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12096,6,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12147,16,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12359,7,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12371,12,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12520,17,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12553,6,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12644,14,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12763,5,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",12997,13,"007680_B6J_M_60mg-kg_.avi"
"007680","Tail_jerk",13230,12,"007680_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",11618,9,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",13326,18,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",13471,8,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",13502,12,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",13676,6,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",13843,9,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",14048,9,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",14291,12,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",14390,25,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",14635,14,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",14776,22,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15089,23,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15131,20,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15159,7,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15243,6,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15275,5,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15291,8,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15304,35,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15345,20,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15371,16,"007681_B6J_M_60mg-kg_.avi"
"007681","Tail_jerk",15406,6,"007681_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",1108,5,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",2491,7,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",2592,8,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",2691,10,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",2827,10,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",2957,9,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",3969,9,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",4181,8,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",4357,11,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",4563,29,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",4748,19,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",4772,8,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",4974,13,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5047,5,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5120,8,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5298,23,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5326,7,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5357,13,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5393,11,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5423,9,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5678,43,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5726,23,"007682_B6J_M_60mg-kg_.avi"
"007682","Tail_jerk",5756,47,"007682_B6J_M_60mg-kg_.avi"
"007683","Tail_jerk",2260,9,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",2348,9,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",2363,9,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",2450,9,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",2640,6,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",2818,11,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",3007,12,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",3116,8,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",3194,7,"007683_B6J_M_80mg-kg_.avi"
"007683","Tail_jerk",3802,11,"007683_B6J_M_80mg-kg_.avi"
"007684","Tail_jerk",1684,6,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",2316,6,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",2378,7,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",2500,10,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",2525,6,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",2679,8,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",2785,8,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",2986,5,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3266,15,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3482,7,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3502,5,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3532,8,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3580,6,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3601,36,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3949,30,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",3990,30,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",4027,12,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",4048,6,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007684","Tail_jerk",4062,17,"007684 B6J_M_80mg-kg video_recording_NV10 or NV11 041222.avi"
"007685","Tail_jerk",2134,9,"007685_B6J_M_80mg-kg_.avi"
"007685","Tail_jerk",2284,25,"007685_B6J_M_80mg-kg_.avi"
"007685","Tail_jerk",2525,14,"007685_B6J_M_80mg-kg_.avi"
"007685","Tail_jerk",3042,22,"007685_B6J_M_80mg-kg_.avi"
"007686","Tail_jerk",3071,11,"007686_B6J_M_80mg-kg_.avi"
"007686","Tail_jerk",3427,17,"007686_B6J_M_80mg-kg_.avi"
"007686","Tail_jerk",3980,12,"007686_B6J_M_80mg-kg_.avi"
"007686","Tail_jerk",4148,11,"007686_B6J_M_80mg-kg_.avi"
"007686","Tail_jerk",4482,8,"007686_B6J_M_80mg-kg_.avi"
"007686","Tail_jerk",4779,7,"007686_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",2239,25,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",2293,16,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",2478,13,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",2933,10,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",2985,6,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3054,10,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3069,8,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3132,15,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3427,6,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3449,34,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3641,17,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3670,12,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3790,11,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3806,11,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3830,7,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3844,46,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3896,10,"007687_B6J_M_80mg-kg_.avi"
"007687","Tail_jerk",3914,10,"007687_B6J_M_80mg-kg_.avi"
"007688","Tail_jerk",1867,13,"007688_B6J_M_80mg-kg_.avi"
"007688","Tail_jerk",1890,8,"007688_B6J_M_80mg-kg_.avi"
"007688","Tail_jerk",2425,56,"007688_B6J_M_80mg-kg_.avi"
"007688","Tail_jerk",2488,12,"007688_B6J_M_80mg-kg_.avi"
"007688","Tail_jerk",2663,11,"007688_B6J_M_80mg-kg_.avi"
"007690","Tail_jerk",933,5,"007690_B6J_M_vehicle_.avi"
"007696","Tail_jerk",17559,5,"007696_B6NJ_F_40mg-kg_called B6J.avi"
"007699","Tail_jerk",11967,5,"007699_B6NJ_F_40mg-kg_called B6J.avi"
"007701","Tail_jerk",4663,23,"007701_B6NJ_F_60mg_kg_.avi"
"007702","Tail_jerk",2341,23,"007702_B6NJ_F_60mg_kg_.avi"
"007702","Tail_jerk",2523,12,"007702_B6NJ_F_60mg_kg_.avi"
"007702","Tail_jerk",2555,6,"007702_B6NJ_F_60mg_kg_.avi"
"007703","Tail_jerk",5684,14,"007703_B6NJ_F_60mg_kg_.avi"
"007703","Tail_jerk",5857,13,"007703_B6NJ_F_60mg_kg_.avi"
"007703","Tail_jerk",5889,5,"007703_B6NJ_F_60mg_kg_.avi"
"007703","Tail_jerk",5960,7,"007703_B6NJ_F_60mg_kg_.avi"
"007704","Tail_jerk",2894,5,"007704_B6NJ_F_60mg-kg_.avi"
"007704","Tail_jerk",13795,5,"007704_B6NJ_F_60mg-kg_.avi"
"007705","Tail_jerk",2989,11,"007705_B6NJ_F_60mg-kg_.avi"
"007705","Tail_jerk",4109,8,"007705_B6NJ_F_60mg-kg_.avi"
"007705","Tail_jerk",4612,12,"007705_B6NJ_F_60mg-kg_.avi"
"007705","Tail_jerk",7719,6,"007705_B6NJ_F_60mg-kg_.avi"
"007706","Tail_jerk",1820,15,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",3963,7,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",3976,10,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4145,32,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4214,13,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4315,6,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4353,21,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4380,14,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4403,5,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4423,10,"007706_B6NJ_F_80mg-kg_.avi"
"007706","Tail_jerk",4453,12,"007706_B6NJ_F_80mg-kg_.avi"
"007707","Tail_jerk",4087,13,"007707_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",1417,6,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",2799,22,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",2980,7,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",2995,14,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",3159,13,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",3180,6,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",3191,6,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",3204,18,"007709_B6NJ_F_80mg-kg_.avi"
"007709","Tail_jerk",3232,15,"007709_B6NJ_F_80mg-kg_.avi"
"007710","Tail_jerk",1045,22,"007710_B6NJ_F_80mg-kg_.avi"
"007710","Tail_jerk",3849,22,"007710_B6NJ_F_80mg-kg_.avi"
"007711","Tail_jerk",2626,38,"007711_B6NJ_F_80mg-kg_.avi"
"007711","Tail_jerk",2871,8,"007711_B6NJ_F_80mg-kg_.avi"
"007711","Tail_jerk",2901,6,"007711_B6NJ_F_80mg-kg_.avi"
"007711","Tail_jerk",2914,8,"007711_B6NJ_F_80mg-kg_.avi"
"007711","Tail_jerk",3020,7,"007711_B6NJ_F_80mg-kg_.avi"
"007711","Tail_jerk",3036,40,"007711_B6NJ_F_80mg-kg_.avi"
"007711","Tail_jerk",3101,52,"007711_B6NJ_F_80mg-kg_.avi"
